,Unnamed: 0.1,date,range_numeric,floor_area_sqm,lease_commence_date,remaining_lease,resale_price,monthly_median_price,lag_1,lag_2,lag_3,rolling_mean_3,rolling_std_3
314,314,1995-02-01,0.0610264913104613,-1.2861891389359132,1969,0.0761528506579149,32500.0,30500.0,30500.0,30500.0,30500.0,33166.666666666664,4536.885862938701
315,315,1995-02-01,-0.5587265906386362,-1.2861891389359132,1969,0.0761528506579149,31000.0,30500.0,30500.0,30500.0,30500.0,33833.333333333336,3685.5573979159594
316,316,1995-02-01,0.0610264913104613,0.7184602031295791,1975,0.8700008694526244,25000.0,30500.0,30500.0,30500.0,30500.0,29500.0,3968.6269665968553
320,320,1995-03-01,0.6807795732595588,-1.2861891389359132,1969,0.0761528506579149,30000.0,30500.0,30500.0,30500.0,30500.0,32000.0,5291.502622129157
321,321,1995-03-01,0.0610264913104613,0.7184602031295791,1975,0.8700008694526244,31000.0,30500.0,30500.0,30500.0,30500.0,29666.666666666668,1527.5252316518895
322,322,1995-03-01,0.0610264913104613,-1.2861891389359132,1969,0.0761528506579149,30000.0,30500.0,30500.0,30500.0,30500.0,30333.333333333332,577.3502691894591
329,329,1995-05-01,0.6807795732595588,-1.2861891389359132,1969,0.0761528506579149,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,0.0
330,330,1995-05-01,0.0610264913104613,-1.2861891389359132,1969,0.0761528506579149,26000.0,35000.0,35000.0,35000.0,35000.0,32000.0,5196.15242270661
331,331,1995-05-01,-1.1784796725877336,-1.2861891389359132,1969,0.0761528506579149,39000.0,35000.0,35000.0,35000.0,35000.0,33333.333333333336,6658.328118479373
335,335,1995-06-01,-1.1784796725877336,-1.2861891389359132,1969,0.0761528506579149,25500.0,31000.0,31000.0,31000.0,31000.0,34666.666666666664,8779.7114607106
336,336,1995-06-01,-1.1784796725877336,-1.2861891389359132,1969,0.0761528506579149,31000.0,31000.0,31000.0,31000.0,31000.0,33166.666666666664,8948.929172439186
340,340,1995-07-01,0.6807795732595588,0.7184602031295791,1975,0.8700008694526244,34500.0,34000.0,34000.0,34000.0,34000.0,36833.333333333336,4481.443219916212
341,341,1995-07-01,-1.1784796725877336,-1.2861891389359132,1969,0.0761528506579149,34000.0,34000.0,34000.0,34000.0,34000.0,34166.666666666664,288.67513459434656
345,345,1995-08-01,0.0610264913104613,-1.2861891389359132,1969,0.0761528506579149,35000.0,35500.0,35500.0,35500.0,35500.0,42333.333333333336,7505.5534994651025
346,346,1995-08-01,-0.5587265906386362,-1.2861891389359132,1969,0.0761528506579149,36000.0,35500.0,35500.0,35500.0,35500.0,37666.666666666664,3785.9388972001366
347,347,1995-08-01,-0.5587265906386362,-1.2861891389359132,1969,0.0761528506579149,32000.0,35500.0,35500.0,35500.0,35500.0,34333.333333333336,2081.665999466075
348,348,1995-08-01,0.0610264913104613,0.7184602031295791,1975,0.8700008694526244,34000.0,35500.0,35500.0,35500.0,35500.0,34000.0,1999.999999999942
349,349,1995-08-01,-1.1784796725877336,0.7184602031295791,1975,0.8700008694526244,28500.0,35500.0,35500.0,35500.0,35500.0,31500.0,2783.8821814149824
356,356,1995-10-01,0.0610264913104613,0.7184602031295791,1977,1.1346168757175277,49500.0,36000.0,36000.0,36000.0,36000.0,46000.0,3774.9172176352927
357,357,1995-10-01,-1.1784796725877336,-1.2861891389359132,1969,0.0761528506579149,37500.0,36000.0,36000.0,36000.0,36000.0,43000.0,6062.177826491025
358,358,1995-10-01,-1.1784796725877336,-1.2861891389359132,1969,0.0761528506579149,35000.0,36000.0,36000.0,36000.0,36000.0,40666.666666666664,7751.34396948896
359,359,1995-10-01,-0.5587265906386362,-1.2861891389359132,1969,0.0761528506579149,33000.0,36000.0,36000.0,36000.0,36000.0,35166.666666666664,2254.624876411384
360,360,1995-10-01,0.0610264913104613,-1.2861891389359132,1969,0.0761528506579149,35000.0,36000.0,36000.0,36000.0,36000.0,34333.333333333336,1154.7005383791407
361,361,1995-10-01,0.6807795732595588,-1.2861891389359132,1969,0.0761528506579149,36000.0,36000.0,36000.0,36000.0,36000.0,34666.666666666664,1527.525231651859
362,362,1995-10-01,0.6807795732595588,0.7184602031295791,1975,0.8700008694526244,33000.0,36000.0,36000.0,36000.0,36000.0,34666.666666666664,1527.525231651859
363,363,1995-10-01,-1.1784796725877336,0.7184602031295791,1975,0.8700008694526244,30000.0,36000.0,36000.0,36000.0,36000.0,33000.0,2999.9999999999627
367,367,1995-11-01,0.6807795732595588,0.7184602031295791,1977,1.1346168757175277,55000.0,40000.0,40000.0,40000.0,40000.0,47666.666666666664,7505.553499465092
368,368,1995-11-01,0.6807795732595588,0.7184602031295791,1977,1.1346168757175277,50000.0,40000.0,40000.0,40000.0,40000.0,48333.333333333336,7637.62615825969
369,369,1995-11-01,0.0610264913104613,0.7184602031295791,1977,1.1346168757175277,45000.0,40000.0,40000.0,40000.0,40000.0,50000.0,4999.999999999927
370,370,1995-11-01,-0.5587265906386362,0.7184602031295791,1977,1.1346168757175277,39000.0,40000.0,40000.0,40000.0,40000.0,44666.666666666664,5507.57054728605
371,371,1995-11-01,0.6807795732595588,0.7184602031295791,1975,0.8700008694526244,38000.0,40000.0,40000.0,40000.0,40000.0,40666.666666666664,3785.9388972001243
372,372,1995-11-01,-0.5587265906386362,0.7184602031295791,1975,0.8700008694526244,35000.0,40000.0,40000.0,40000.0,40000.0,37333.333333333336,2081.6659994660517
373,373,1995-11-01,-1.1784796725877336,0.7184602031295791,1975,0.8700008694526244,40000.0,40000.0,40000.0,40000.0,40000.0,37666.666666666664,2516.6114784235137
374,374,1995-11-01,-0.5587265906386362,0.7184602031295791,1975,0.8700008694526244,38000.0,40000.0,40000.0,40000.0,40000.0,37666.666666666664,2516.6114784235137
375,375,1995-11-01,0.6807795732595588,-1.2861891389359132,1969,0.0761528506579149,40000.0,40000.0,40000.0,40000.0,40000.0,39333.333333333336,1154.7005383790772
376,376,1995-11-01,-1.1784796725877336,-1.2861891389359132,1969,0.0761528506579149,28000.0,40000.0,40000.0,40000.0,40000.0,35333.333333333336,6429.100507328614
380,380,1995-12-01,0.0610264913104613,0.7184602031295791,1977,1.1346168757175277,50000.0,40000.0,40000.0,40000.0,40000.0,55833.333333333336,5107.18448201476
381,381,1995-12-01,0.0610264913104613,-1.2861891389359132,1969,0.0761528506579149,38000.0,40000.0,40000.0,40000.0,40000.0,49166.666666666664,10774.197572595956
382,382,1995-12-01,-0.5587265906386362,-1.2861891389359132,1969,0.0761528506579149,34000.0,40000.0,40000.0,40000.0,40000.0,40666.666666666664,8326.663997864503
383,383,1995-12-01,0.0610264913104613,-1.2861891389359132,1969,0.0761528506579149,37000.0,40000.0,40000.0,40000.0,40000.0,36333.333333333336,2081.665999466059
384,384,1995-12-01,-0.5587265906386362,-1.2861891389359132,1969,0.0761528506579149,40000.0,40000.0,40000.0,40000.0,40000.0,37000.0,2999.999999999947
385,385,1995-12-01,0.6807795732595588,0.7184602031295791,1975,0.8700008694526244,40000.0,40000.0,40000.0,40000.0,40000.0,39000.0,1732.05080756877
389,389,1996-01-01,0.0610264913104613,-1.2861891389359132,1969,-0.0561551524745366,45000.0,43000.0,43000.0,43000.0,43000.0,49933.333333333336,7695.020034628411
390,390,1996-01-01,0.0610264913104613,-1.2861891389359132,1969,-0.0561551524745366,38000.0,43000.0,43000.0,43000.0,43000.0,47266.666666666664,10583.63516629956
391,391,1996-01-01,-1.1784796725877336,-1.2861891389359132,1969,-0.0561551524745366,39000.0,43000.0,43000.0,43000.0,43000.0,40666.666666666664,3785.938897200129
392,392,1996-01-01,0.6807795732595588,0.7184602031295791,1975,0.7376928663201728,38000.0,43000.0,43000.0,43000.0,43000.0,38333.333333333336,577.3502691893397
393,393,1996-01-01,0.0610264913104613,-1.2861891389359132,1969,-0.0561551524745366,41000.0,43000.0,43000.0,43000.0,43000.0,39333.333333333336,1527.5252316518288
397,397,1996-02-01,0.0610264913104613,0.7184602031295791,1975,0.7376928663201728,41000.0,39750.0,39750.0,39750.0,39750.0,41000.0,0.0
398,398,1996-02-01,-1.1784796725877336,0.7184602031295791,1975,0.7376928663201728,40000.0,39750.0,39750.0,39750.0,39750.0,40666.666666666664,577.3502691892771
399,399,1996-02-01,0.0610264913104613,0.7184602031295791,1975,0.7376928663201728,33000.0,39750.0,39750.0,39750.0,39750.0,38000.0,4358.898943540635
400,400,1996-02-01,0.0610264913104613,0.7184602031295791,1975,0.7376928663201728,39500.0,39750.0,39750.0,39750.0,39750.0,37500.0,3905.124837953286
401,401,1996-02-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,32000.0,39750.0,39750.0,39750.0,39750.0,34833.333333333336,4072.2639076235077
405,405,1996-03-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,41000.0,40000.0,40000.0,40000.0,40000.0,40433.333333333336,513.1601439443319
406,406,1996-03-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,37500.0,40000.0,40000.0,40000.0,40000.0,39600.0,1852.02591774512
407,407,1996-03-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,40000.0,40000.0,40000.0,40000.0,40000.0,39500.0,1802.7756377318995
408,408,1996-03-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,39000.0,40000.0,40000.0,40000.0,40000.0,38833.333333333336,1258.3057392116618
412,412,1996-04-01,0.0610264913104613,0.7184602031295791,1977,1.002308872585076,47000.0,47500.0,47500.0,47500.0,47500.0,57833.333333333336,10299.676370320205
413,413,1996-04-01,-0.5587265906386362,0.7184602031295791,1977,1.002308872585076,48000.0,47500.0,47500.0,47500.0,47500.0,54166.666666666664,11557.825631723837
414,414,1996-04-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,45000.0,47500.0,47500.0,47500.0,47500.0,46666.666666666664,1527.5252316517558
415,415,1996-04-01,0.0610264913104613,0.7184602031295791,1975,0.7376928663201728,46000.0,47500.0,47500.0,47500.0,47500.0,46333.333333333336,1527.525231651759
416,416,1996-04-01,-0.5587265906386362,0.7184602031295791,1975,0.7376928663201728,45000.0,47500.0,47500.0,47500.0,47500.0,45333.333333333336,577.3502691891547
420,420,1996-05-01,-1.1784796725877336,0.7184602031295791,1977,1.002308872585076,50000.0,48000.0,48000.0,48000.0,48000.0,60000.0,9999.999999999953
421,421,1996-05-01,0.6807795732595588,0.7184602031295791,1977,1.002308872585076,57000.0,48000.0,48000.0,48000.0,48000.0,55666.666666666664,5131.601439446802
422,422,1996-05-01,-0.5587265906386362,0.7184602031295791,1977,1.002308872585076,52000.0,48000.0,48000.0,48000.0,48000.0,53000.0,3605.5512754638844
423,423,1996-05-01,0.0610264913104613,-1.2861891389359132,1969,-0.0561551524745366,39000.0,48000.0,48000.0,48000.0,48000.0,49333.333333333336,9291.573243177534
424,424,1996-05-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,41000.0,48000.0,48000.0,48000.0,48000.0,44000.0,6999.9999999999645
425,425,1996-05-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,40000.0,48000.0,48000.0,48000.0,48000.0,40000.0,999.9999999998025
426,426,1996-05-01,0.6807795732595588,0.7184602031295791,1975,0.7376928663201728,46000.0,48000.0,48000.0,48000.0,48000.0,42333.333333333336,3214.5502536642466
427,427,1996-05-01,0.0610264913104613,0.7184602031295791,1975,0.7376928663201728,48000.0,48000.0,48000.0,48000.0,48000.0,44666.666666666664,4163.331998932202
431,431,1996-06-01,-0.5587265906386362,0.7184602031295791,1975,0.7376928663201728,35000.0,49000.0,49000.0,49000.0,49000.0,48666.666666666664,13051.181300301236
432,432,1996-06-01,-1.1784796725877336,0.7184602031295791,1975,0.7376928663201728,40000.0,49000.0,49000.0,49000.0,49000.0,41666.666666666664,7637.6261582597035
433,433,1996-06-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,44000.0,49000.0,49000.0,49000.0,49000.0,39666.666666666664,4509.249752822851
434,434,1996-06-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,48000.0,49000.0,49000.0,49000.0,49000.0,44000.0,3999.999999999936
435,435,1996-06-01,0.0610264913104613,-1.2861891389359132,1969,-0.0561551524745366,54000.0,49000.0,49000.0,49000.0,49000.0,48666.666666666664,5033.222956847102
439,439,1996-07-01,0.0610264913104613,0.7184602031295791,1975,0.7376928663201728,40000.0,51500.0,51500.0,51500.0,51500.0,46833.333333333336,6525.590650150583
440,440,1996-07-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,60000.0,51500.0,51500.0,51500.0,51500.0,49166.666666666664,10103.629710818415
441,441,1996-07-01,-1.1784796725877336,-1.2861891389359132,1969,-0.0561551524745366,57300.0,51500.0,51500.0,51500.0,51500.0,52433.333333333336,10851.881557284549
442,442,1996-07-01,-1.1784796725877336,-2.2885138099686597,1969,-0.0561551524745366,50000.0,51500.0,51500.0,51500.0,51500.0,55766.666666666664,5173.32903779882
443,443,1996-07-01,0.0610264913104613,-1.2861891389359132,1969,-0.0561551524745366,50000.0,51500.0,51500.0,51500.0,51500.0,52433.333333333336,4214.656965084177
447,447,1996-08-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,52000.0,50000.0,50000.0,50000.0,50000.0,45666.666666666664,6027.71377334166
448,448,1996-08-01,-1.1784796725877336,0.7184602031295791,1975,0.7376928663201728,50000.0,50000.0,50000.0,50000.0,50000.0,47333.333333333336,6429.100507328588
449,449,1996-08-01,0.6807795732595588,0.7184602031295791,1975,0.7376928663201728,50000.0,50000.0,50000.0,50000.0,50000.0,50666.666666666664,1154.700538378937
453,453,1996-09-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,58000.0,57500.0,57500.0,57500.0,57500.0,54000.0,7810.249675906603
454,454,1996-09-01,-1.1784796725877336,0.7184602031295791,1975,0.7376928663201728,52000.0,57500.0,57500.0,57500.0,57500.0,51666.666666666664,6506.407098647655
455,455,1996-09-01,-1.1784796725877336,0.7184602031295791,1975,0.7376928663201728,60000.0,57500.0,57500.0,57500.0,57500.0,56666.666666666664,4163.331998932157
456,456,1996-09-01,-1.1784796725877336,0.7184602031295791,1975,0.7376928663201728,63000.0,57500.0,57500.0,57500.0,57500.0,58333.333333333336,5686.240703077244
457,457,1996-09-01,0.0610264913104613,0.7184602031295791,1975,0.7376928663201728,67000.0,57500.0,57500.0,57500.0,57500.0,63333.333333333336,3511.884584284091
458,458,1996-09-01,0.0610264913104613,0.7184602031295791,1975,0.7376928663201728,52000.0,57500.0,57500.0,57500.0,57500.0,60666.666666666664,7767.453465153965
459,459,1996-09-01,0.6807795732595588,0.7184602031295791,1975,0.7376928663201728,55000.0,57500.0,57500.0,57500.0,57500.0,58000.0,7937.253933193713
463,463,1996-10-01,-1.1784796725877336,0.7184602031295791,1977,1.002308872585076,97000.0,62000.0,62000.0,62000.0,62000.0,116333.33333333333,17785.762095938764
464,464,1996-10-01,0.0610264913104613,0.7184602031295791,1977,1.002308872585076,130000.0,62000.0,62000.0,62000.0,62000.0,119666.66666666667,19655.363983740725
465,465,1996-10-01,0.6807795732595588,0.7184602031295791,1977,1.002308872585076,64000.0,62000.0,62000.0,62000.0,62000.0,97000.0,32999.99999999998
466,466,1996-10-01,0.0610264913104613,-1.2861891389359132,1969,-0.0561551524745366,47000.0,62000.0,62000.0,62000.0,62000.0,80333.33333333333,43844.421918110995
467,467,1996-10-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,50000.0,62000.0,62000.0,62000.0,62000.0,53666.666666666664,9073.771725877374
468,468,1996-10-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,45000.0,62000.0,62000.0,62000.0,62000.0,47333.333333333336,2516.6114784232436
469,469,1996-10-01,-1.1784796725877336,-1.2861891389359132,1969,-0.0561551524745366,58500.0,62000.0,62000.0,62000.0,62000.0,51166.666666666664,6825.198409814298
470,470,1996-10-01,-1.1784796725877336,-1.2861891389359132,1969,-0.0561551524745366,60000.0,62000.0,62000.0,62000.0,62000.0,54500.0,8261.35582092905
471,471,1996-10-01,-1.1784796725877336,-1.2861891389359132,1969,-0.0561551524745366,60500.0,62000.0,62000.0,62000.0,62000.0,59666.666666666664,1040.832999732251
472,472,1996-10-01,0.0610264913104613,-1.2861891389359132,1969,-0.0561551524745366,70000.0,62000.0,62000.0,62000.0,62000.0,63500.0,5634.713834792172
473,473,1996-10-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,53000.0,62000.0,62000.0,62000.0,62000.0,61166.666666666664,8519.585279421271
474,474,1996-10-01,-1.1784796725877336,0.7184602031295791,1975,0.7376928663201728,54500.0,62000.0,62000.0,62000.0,62000.0,59166.666666666664,9411.871935663576
475,475,1996-10-01,0.6807795732595588,0.7184602031295791,1975,0.7376928663201728,64000.0,62000.0,62000.0,62000.0,62000.0,57166.666666666664,5965.176722724283
476,476,1996-10-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,62000.0,62000.0,62000.0,62000.0,62000.0,60166.666666666664,5008.326400438736
480,480,1996-11-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,50000.0,62500.0,62500.0,62500.0,62500.0,59666.666666666664,8504.900548115267
481,481,1996-11-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,43500.0,62500.0,62500.0,62500.0,62500.0,52166.666666666664,9928.914005737553
482,482,1996-11-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,50000.0,62500.0,62500.0,62500.0,62500.0,47833.333333333336,3752.776749732299
483,483,1996-11-01,0.6807795732595588,-1.2861891389359132,1969,-0.0561551524745366,62000.0,62500.0,62500.0,62500.0,62500.0,51833.333333333336,9385.272150200617
484,484,1996-11-01,-0.5587265906386362,0.7184602031295791,1975,0.7376928663201728,68000.0,62500.0,62500.0,62500.0,62500.0,60000.0,9165.151389911567
485,485,1996-11-01,0.6807795732595588,0.7184602031295791,1975,0.7376928663201728,63000.0,62500.0,62500.0,62500.0,62500.0,64333.333333333336,3214.550253663999
486,486,1996-11-01,0.6807795732595588,0.7184602031295791,1975,0.7376928663201728,57000.0,62500.0,62500.0,62500.0,62500.0,62666.666666666664,5507.5705472859145
490,490,1996-12-01,0.0610264913104613,-1.2861891389359132,1969,-0.0561551524745366,58000.0,65500.0,65500.0,65500.0,65500.0,98666.66666666667,40016.663195890425
491,491,1996-12-01,-0.5587265906386362,-1.2861891389359132,1969,-0.0561551524745366,63000.0,65500.0,65500.0,65500.0,65500.0,86333.33333333333,44814.43219916249
492,492,1996-12-01,-1.1784796725877336,-2.2885138099686597,1969,-0.0561551524745366,53000.0,65500.0,65500.0,65500.0,65500.0,58000.0,4999.9999999998045
493,493,1996-12-01,-1.1784796725877336,-1.2861891389359132,1969,-0.0561551524745366,65500.0,65500.0,65500.0,65500.0,65500.0,60500.0,6614.378277661333
494,494,1996-12-01,0.0610264913104613,0.7184602031295791,1975,0.7376928663201728,65000.0,65500.0,65500.0,65500.0,65500.0,61166.666666666664,7076.9579151872495
495,495,1996-12-01,-1.1784796725877336,0.7184602031295791,1975,0.7376928663201728,67000.0,65500.0,65500.0,65500.0,65500.0,65833.33333333333,1040.8329997322314
499,499,1997-01-01,-1.1784796725877336,0.7184602031295791,1977,0.8700008694526244,128500.0,65000.0,65000.0,65000.0,65000.0,122500.0,5766.281297335243
500,500,1997-01-01,-1.1784796725877336,-1.2861891389359132,1969,-0.1884631556069883,65000.0,65000.0,65000.0,65000.0,65000.0,105166.66666666667,34936.84778759142
501,501,1997-01-01,0.0610264913104613,0.7184602031295791,1975,0.6053848631877212,61000.0,65000.0,65000.0,65000.0,65000.0,84833.33333333333,37869.29274931513
502,502,1997-01-01,0.0610264913104613,0.7184602031295791,1975,0.6053848631877212,65000.0,65000.0,65000.0,65000.0,65000.0,63666.666666666664,2309.40107675804
503,503,1997-01-01,0.6807795732595588,0.7184602031295791,1975,0.6053848631877212,57000.0,65000.0,65000.0,65000.0,65000.0,61000.0,3999.999999999732
504,504,1997-01-01,0.0610264913104613,0.7184602031295791,1975,0.6053848631877212,75000.0,65000.0,65000.0,65000.0,65000.0,65666.66666666667,9018.499505645668
505,505,1997-01-01,0.6807795732595588,0.7184602031295791,1975,0.6053848631877212,55000.0,65000.0,65000.0,65000.0,65000.0,62333.333333333336,11015.141094572105
506,506,1997-01-01,-1.1784796725877336,-1.2861891389359132,1969,-0.1884631556069883,52000.0,65000.0,65000.0,65000.0,65000.0,60666.666666666664,12503.33288900728
510,510,1997-02-01,0.0610264913104613,0.7184602031295791,1977,0.8700008694526244,115000.0,68000.0,68000.0,68000.0,68000.0,117000.0,1732.0508075682578
511,511,1997-02-01,-1.1784796725877336,0.7184602031295791,1977,0.8700008694526244,85000.0,68000.0,68000.0,68000.0,68000.0,106000.0,18248.2875908946
512,512,1997-02-01,-1.1784796725877336,0.7184602031295791,1975,0.6053848631877212,56000.0,68000.0,68000.0,68000.0,68000.0,85333.33333333333,29501.412395567288
513,513,1997-02-01,-1.1784796725877336,0.7184602031295791,1975,0.6053848631877212,67000.0,68000.0,68000.0,68000.0,68000.0,69333.33333333333,14640.127503998418
514,514,1997-02-01,0.6807795732595588,-1.2861891389359132,1969,-0.1884631556069883,65000.0,68000.0,68000.0,68000.0,68000.0,62666.666666666664,5859.465277082102
515,515,1997-02-01,-0.5587265906386362,-1.2861891389359132,1969,-0.1884631556069883,60000.0,68000.0,68000.0,68000.0,68000.0,64000.0,3605.551275463645
516,516,1997-02-01,-0.5587265906386362,-1.2861891389359132,1969,-0.1884631556069883,48000.0,68000.0,68000.0,68000.0,68000.0,57666.666666666664,8736.894948053961
517,517,1997-02-01,-1.1784796725877336,0.7184602031295791,1975,0.6053848631877212,68000.0,68000.0,68000.0,68000.0,68000.0,58666.666666666664,10066.44591369421
521,521,1997-03-01,-0.5587265906386362,-1.2861891389359132,1969,-0.1884631556069883,72000.0,72000.0,72000.0,72000.0,72000.0,66500.0,9962.42942258551
522,522,1997-03-01,0.6807795732595588,0.7184602031295791,1977,0.8700008694526244,116000.0,72000.0,72000.0,72000.0,72000.0,81000.0,31480.15247739435
523,523,1997-03-01,-0.5587265906386362,0.7184602031295791,1977,0.8700008694526244,125000.0,72000.0,72000.0,72000.0,72000.0,104333.33333333333,28360.771028541007
524,524,1997-03-01,0.6807795732595588,0.7184602031295791,1977,0.8700008694526244,142000.0,72000.0,72000.0,72000.0,72000.0,127666.66666666667,13203.534880225481
525,525,1997-03-01,-0.5587265906386362,0.7184602031295791,1977,0.8700008694526244,125000.0,72000.0,72000.0,72000.0,72000.0,130666.66666666667,9814.954576223514
526,526,1997-03-01,0.0610264913104613,0.7184602031295791,1977,0.8700008694526244,100000.0,72000.0,72000.0,72000.0,72000.0,122333.33333333333,21126.60250332104
527,527,1997-03-01,0.0610264913104613,0.7184602031295791,1977,0.8700008694526244,60000.0,72000.0,72000.0,72000.0,72000.0,95000.0,32787.19262150997
528,528,1997-03-01,0.6807795732595588,0.7184602031295791,1977,0.8700008694526244,111000.0,72000.0,72000.0,72000.0,72000.0,90333.33333333333,26839.02631120084
529,529,1997-03-01,0.6807795732595588,-1.2861891389359132,1969,-0.1884631556069883,68000.0,72000.0,72000.0,72000.0,72000.0,79666.66666666667,27428.695436227565
